Data,Zamkniecie,Wolumen
2021-02-14,57428.07,309065949
2021-02-21,58712.53,426533489
2021-02-28,56970.3,362118013
2021-03-07,57643.55,324075637
2021-03-14,59443.12,300098141
2021-03-21,57595.05,396737342
2021-03-28,57525.64,284842956
2021-04-04,58512.71,188872771
2021-04-11,59389.97,219456191
2021-04-18,60158.72,277035463
2021-04-25,59355.67,231045050
2021-05-02,60810.55,270932110
2021-05-09,62109,201184045
2021-05-16,62237.55,258497145
2021-05-23,63626.19,222084136
2021-05-30,66195.47,278198786
2021-06-06,66877.18,187561194
2021-06-13,66210.63,242767792
2021-06-20,65988.89,233545584
2021-06-27,67947.66,163637316
2021-07-04,67027.89,202149804
2021-07-11,67128.8,156992576
2021-07-18,67329.44,160187225
2021-07-25,67190.72,156676004
2021-08-01,67637.95,141335973
2021-08-08,68387.12,140596929
2021-08-15,69254.4,153447352
2021-08-22,67966.14,198640745
2021-08-29,69774.86,260600673
2021-09-05,71177.34,367800211
2021-09-12,71091.23,405541259
2021-09-19,71107.64,342900093
2021-09-26,70162.59,225514461
2021-10-03,70811.97,256923642
2021-10-10,73327.72,460989583
2021-10-17,74444.83,328810936
2021-10-24,73602.06,275797354
2021-10-31,73586.32,241804431
2021-11-07,74813.24,250210599
2021-11-14,72574.53,205898769
2021-11-21,69415.67,236227633
2021-11-28,66440.82,237639126
2021-12-05,67730.01,297928923
2021-12-12,68368.83,199944628
2021-12-19,67153.1,267462738
2021-12-26,68120.16,160242987
2022-01-02,69296.26,210682397
2022-01-09,70850.99,178363070
2022-01-16,72563.29,272914912
2022-01-23,69265.35,253565830
2022-01-30,66892.11,240101106
2022-02-06,67149.47,206623673
2022-02-13,67618,170158015
2022-02-20,65696.56,196359530
2022-02-27,60414.19,412282186
2022-03-06,58386.18,608359231
2022-03-13,61323.15,461744703
2022-03-20,63658.84,362981122
2022-03-27,64420.13,285948025
2022-04-03,65716.19,282360459
2022-04-10,63718.63,256865662
2022-04-17,63760.06,160847956
2022-04-24,60903.71,162289726
2022-05-01,57754.98,295790070
2022-05-08,55237.12,216633208
2022-05-15,55143.54,243927254
2022-05-22,55687.59,238683310
2022-05-29,56609.87,207589929.5314
2022-06-05,56857.65,205320138
2022-06-12,54307.76,148876339.47625
2022-06-19,52629.58,184192591
2022-06-26,53014.11,152868601
2022-07-03,53433.55,170735509.10952
2022-07-10,54611.02,193170494
2022-07-17,51633.52,198215917
2022-07-24,54105.89,177271430.42901
2022-07-31,55007.36,244853995
2022-08-07,53863.78,194328068.85714
2022-08-14,56070.42,175852464.3204
2022-08-21,54398.69,145892141
2022-08-28,52282.33,226147177
2022-09-04,49671.47,246530236
2022-09-11,50708.61,190228266.6002
2022-09-18,49350.07,250898861
2022-09-25,48081.16,187308240
2022-10-02,45970.64,227876366
2022-10-09,46911.05,169547641
2022-10-16,46570.39,204094944
2022-10-23,46768.23,200480863.5
2022-10-30,49547.35,242974013
2022-11-06,52300.2,191851931
2022-11-13,54421.13,216252787
2022-11-20,54891.25,268536991.84112
2022-11-27,56280.53,185945146
2022-12-04,56207.29,354657126
2022-12-11,55836.35,173836351.74359
2022-12-18,56032.12,210265650
2022-12-25,57039.91,129520822.01012
2023-01-01,57462.68,116642115
2023-01-08,59854.8,192418505
2023-01-15,61565.83,266565087
2023-01-22,60788.05,223482320
2023-01-29,61269.7,198950049
2023-02-05,61465.85,216154527
2023-02-12,60008.87,180752835
2023-02-19,60459.17,169004334
2023-02-26,59051.34,136914640
2023-03-05,60205.87,174067905
2023-03-12,59570,193863551
2023-03-19,56283.05,243537314
2023-03-26,56024.38,166523931
2023-04-02,58608.76,220222518
2023-04-09,58538.87,135331622
2023-04-16,61293.06,171515917
2023-04-23,62409.21,175121293
2023-04-30,62948.5,169465398
2023-05-07,62692.96,103211100
2023-05-14,63669.39,196428176
2023-05-21,64919.22,184988034
2023-05-28,64788.01,176973966.72866
2023-06-04,65654.39,188256340
2023-06-11,66531.53,137614855
2023-06-18,67850.51,260606966.85402
2023-06-25,66272.99,138801130
2023-07-02,67283.22,139761963.25183
2023-07-09,67181.67,170217211.4985
2023-07-16,70242.39,153585468
2023-07-23,71298.19,218446886.51731
2023-07-30,71965.41,136557800
2023-08-06,71471.63,141717261
2023-08-13,70503.71,142995210
2023-08-20,68084.46,111689833.84083
2023-08-27,67706.43,143473501.51141
2023-09-03,69017.61,162218147
2023-09-10,66542.34,187531747
2023-09-17,67368.11,180337375
2023-09-24,66519.31,146247594
2023-10-01,65397.43,162616343.68469
2023-10-08,63903.35,193176352
2023-10-15,67061.9,231398241
2023-10-22,68361.11,286425760
2023-10-29,70290.31,181334890
2023-11-05,72473.24,145357299
2023-11-12,71545.8,149404945
2023-11-19,74091.85,209464219
2023-11-26,74469.99,161913918
2023-12-03,76319.05,228328623
2023-12-10,77111.85,156840452
2023-12-17,77647.1,227851598
2023-12-24,78667.79,159311326
2023-12-31,78459.91,103302448
2024-01-07,76593.76,154516101
2024-01-14,76106.23,170158345
2024-01-21,74774.93,156113069
2024-01-28,75683.59,223418430
2024-02-04,79575.14,211501605
2024-02-11,78450.66,255574113
2024-02-18,80147.01,190048343
2024-02-25,83265.56,181166424
2024-03-03,82172.36,212861088
2024-03-10,80199.54,179022334
2024-03-17,80199.35,260830655
2024-03-24,80992.64,153721613
2024-03-31,82745.58,118775248
2024-04-07,83642.11,169942370
2024-04-14,82864.67,236975978
2024-04-21,83206.02,218703240.5974
2024-04-28,84443.72,196351686.90137
2024-05-05,84393.73,100182105
2024-05-12,86508.67,275912489
2024-05-19,88734.63,238150395
2024-05-26,87690.05,221010033
2024-06-02,86996.07,63371765.563462
